userName,score,at,content,Day,Month,Year,Hour,Minute,Sec
Yono Suyono,5,2024-07-16 14:03:36,Alhamdulillah TDK pernah kecewa di Bukalapak,16,7,2024,14,3,36
Cahya Yullisman,1,2024-07-16 13:18:16,Selamat tinggal BL....Payletter nggk aktif so aplikasi jd nggk guna.uninstal aja.,16,7,2024,13,18,16
fazel zelll,1,2024-07-16 12:33:45,Cicilan di bayar tepat waktu terus GK pernah telat tapi pas mau pake paylater malah GK bisa di pake udah hampir 4bln di coba LG tetep GK bisa asuuuuu,16,7,2024,12,33,45
Dedi Herawan,5,2024-07-16 11:34:37,"Mantap,mudah untuk berbelanja",16,7,2024,11,34,37
Euis Julaeha,5,2024-07-16 09:01:45,Senang belanja di Bukalapak fast respon,16,7,2024,9,1,45
Fik S,1,2024-07-16 07:42:59,Paylater dah ga bsa dipake lagi... payah,16,7,2024,7,42,59
Uci Sanusi,5,2024-07-16 06:44:37,Mantap pesanan ada di Bukalapak selalu ditunggu,16,7,2024,6,44,37
lestari narti,5,2024-07-16 06:24:27,Ok,16,7,2024,6,24,27
James Tendean,1,2024-07-16 05:19:06,Sayang sekali aplikasi seperti ini membiarkan penipu tuk berkeliaran di sini dengan menipu pakai aplikasi ini...,16,7,2024,5,19,6
Fajri Zae,1,2024-07-16 04:30:41,Sampah,16,7,2024,4,30,41
Babay Subadra,2,2024-07-16 04:26:34,"Kurang promo... Sdh tdk ada ongkir gratis... Payah....kalah dengan tetangga hijau, Orange dn sibiru.",16,7,2024,4,26,34
Yusuf Usuf,5,2024-07-16 04:02:27,Ok,16,7,2024,4,2,27
Saepul Bahri,5,2024-07-16 04:01:52,Bagus,16,7,2024,4,1,52
Juliani,1,2024-07-16 03:28:16,tidak bisa d dounld,16,7,2024,3,28,16
Ahmad Rovik,3,2024-07-16 03:13:38,"Parah bener,skrg jd gak bisa pkai bukalapak paylater..mohon maaf sy istirahat dulu ajaa",16,7,2024,3,13,38
Choirul Anwar,4,2024-07-16 03:02:18,Sip lah,16,7,2024,3,2,18
Rick Rancyd,5,2024-07-16 01:45:49,"Bintang 5, PAHAM kan . .",16,7,2024,1,45,49
Johnfranky,1,2024-07-15 18:43:35,Ongkirnya mahal beda dgn market place lain,15,7,2024,18,43,35
SOUND FOR HYPNOTIZE,1,2024-07-15 18:35:49,Sudah waktunya Goodby untuk buka lapak .. . bertahun² jadi pelanggannya' tapi semakin gak nyaman .. Paylatter musnah dan promosi sama sekali gak ada,15,7,2024,18,35,49
mardin naya,5,2024-07-15 13:01:16,Oke,15,7,2024,13,1,16
mitha supriatna,3,2024-07-15 12:20:55,Blom bisa pake plylater,15,7,2024,12,20,55
Heru Nurcahyono,5,2024-07-15 11:23:42,baguss,15,7,2024,11,23,42
victor moningka,5,2024-07-15 11:15:35,Mantap,15,7,2024,11,15,35
ptri nviana,5,2024-07-15 11:13:55,BAGUS,15,7,2024,11,13,55
Ypank Gopank,1,2024-07-15 08:56:06,"paylaterny sudah gak bisa, payah payah",15,7,2024,8,56,6
surya na,1,2024-07-15 08:28:32,"Ribet banget, udah isi nomor hp, udah ada notif lewat wa, ehh pas mau masukin lagi nomornya udah dipake",15,7,2024,8,28,32
Hasan Fauzan,5,2024-07-15 05:38:34,Mantap,15,7,2024,5,38,34
Koy's 13,5,2024-07-15 05:15:58,Yayayyaa,15,7,2024,5,15,58
riki solok,3,2024-07-15 04:32:16,Saldo saya awalnya tiba tiba ada transaksi beli buka emas di bukalapak yg tidak pernah saya lakukan namun setelah saya liat saldo buka emas saya dan saya lakukan penarikan tetapi saldo bukadompet saya dibekukan dan untuk saat ini kenapa akun saya yg dibekukan ada apa dengan bukalapak?,15,7,2024,4,32,16
Lucky Susanto,5,2024-07-15 04:00:57,ok,15,7,2024,4,0,57
Salomo Sihaloho,1,2024-07-15 03:01:15,"Gak ada gratis ongkir,dan ongkirmahal,,,kedepannya supaya bisa di perbaiki makasih, 🙏",15,7,2024,3,1,15
Elios studio,1,2024-07-15 02:01:41,"Sudah 10 bulan berlalu, TIDAK ADA 1 PUN, calon pembeli yang chat saya untuk menanyakan barang yg saya jual di bukalapak, sebegitu menurunnya kah peminat di bukalapak? Padahal barang yg saya jual termasuk barang (bekas) yg mengikuti perkembangan zaman. (Kamera dslr, drone dji, lensa2 canon, nikon) ,tapi sama sekali tdk ada yg chat barang dagangan saya, beda di toko ijo & oren ,disana masih rame. . marketplace pertama yg saya gunakan utk jual beli ini, ternyata sdh tdk d butuhkan kebanyakan org.",15,7,2024,2,1,41
Vivi Lutfiah,1,2024-07-14 22:00:46,Uninstall aja lah ga bisaa ubah alamat email,14,7,2024,22,0,46
voli samarinda,5,2024-07-14 14:55:31,Semakin maju,14,7,2024,14,55,31
Ahmad Bonsai,3,2024-07-14 13:35:43,Berhenti pakai paylater,14,7,2024,13,35,43
Reyhan Hamami,5,2024-07-14 12:17:12,"Setelah sekian lama jadi pelanggan setia Bukalapak, akhirnya saya tersadar klo disini sering mengecewakan, terutama pas chat bukabantuan di Twitter, klo ngk mampu bikin fitur baru lebih baik jgn ditampilkan dulu bikin PHP, maaf saya harus pergi dari aplikasi karya bangsa, krna emg sekarang kualitas nya buruk sekali, bener2 buruk, pengen tau apa aja yg buruk, hubungi saya via email, klo disini kepanjangan, bye Bukalapak",14,7,2024,12,17,12
Yasin Doank,5,2024-07-14 12:00:10,Ok mantabb,14,7,2024,12,0,10
Agi Jasri,5,2024-07-14 11:49:17,Mantap,14,7,2024,11,49,17
Imade Persadi,5,2024-07-14 11:33:22,Puas belanja dibukalapak,14,7,2024,11,33,22
Yesha Alifiani,1,2024-07-14 11:09:38,Dulu bagus sekarang sudahbtidak bagus lagi,14,7,2024,11,9,38
AVS madiun official,5,2024-07-14 09:18:45,Alhamdulillah sudah sekian kalinya saya order di Bukalapak . Aman nyaman dan terpercaya . Terima kasih Bukalapak semoga selalu amanah dlm melayani customer 👍👍👍👍👍,14,7,2024,9,18,45
I komang asta Darma,1,2024-07-14 09:08:48,"Tidak jelas, persulit daftar, bikin habis data",14,7,2024,9,8,48
ETERNAL NEW GAME,2,2024-07-14 08:14:31,Sudah ngga bisa pake paylater....,14,7,2024,8,14,31
nezelforp,5,2024-07-14 07:27:20,ok,14,7,2024,7,27,20
Sugito Hendri Yanto,5,2024-07-14 07:11:54,"Dahsyat banget...promonya banyak banget,,harga barangnya juga murah2..makasih bukalapak,sukses terus buat bukalapak...",14,7,2024,7,11,54
Lanang Prakoso Huda,1,2024-07-14 06:07:50,"Makin jelek ni buka lapak ,, ngg melindungi pembeli dr penjual abal2",14,7,2024,6,7,50
Mig Gas,5,2024-07-14 05:55:03,Pelayanan .ok..tapi .yg lugas..transparan,14,7,2024,5,55,3
Nrimo Ing pandum666,5,2024-07-14 05:41:01,ok,14,7,2024,5,41,1
Erna Wati,4,2024-07-14 05:37:38,Bagus,14,7,2024,5,37,38
August Rydone,5,2024-07-14 05:34:22,I love you !,14,7,2024,5,34,22
Muhaemin 338,5,2024-07-14 05:00:06,Siip,14,7,2024,5,0,6
edwin,5,2024-07-14 04:17:42,Bagus dan rekomendasi,14,7,2024,4,17,42
Herman Parman,5,2024-07-14 04:03:53,Mantap,14,7,2024,4,3,53
Agustian Budiwana,5,2024-07-14 03:09:33,Ok,14,7,2024,3,9,33
Agus Nugroho,3,2024-07-14 02:31:50,"Pembayaran payleter ga pernah telat,,tp d berkukan",14,7,2024,2,31,50
Fika Tianah,1,2024-07-14 00:44:26,"APK TOLOL , APK RUSAK , APK MAU BANKRUT , PAYLATERNYA GA BISA DI PAKE BUKA DOMPET DI BEKUKAN , UDAH MENDING LU BANKRUT AJA TOLOL",14,7,2024,0,44,26
Ade Syamsudin,5,2024-07-14 00:18:21,Cocok dan nyaman banget belanja disini... kayaknya aku betah belanja disini... gampang transaksinya dengan metode pembayaran apapun dan bisa menemukan barang yang saya butuhkan mantap pokoknya 👍👍👍,14,7,2024,0,18,21
lukman sahid,5,2024-07-14 00:06:44,Good,14,7,2024,0,6,44
asep anjung,1,2024-07-13 18:57:44,Sangat buruk saya kecewa saldo didana saya di abil semua tanpa persetujuan saya,13,7,2024,18,57,44
Iwan Mega,5,2024-07-13 18:14:16,"The best la Bukalapak,,, sala sukses buat kita semua",13,7,2024,18,14,16
Bintang Virendra,1,2024-07-13 16:38:23,Apk perampok saldo langsung terpotong otomatis tanpa meminta pin.di bikin laporan ke cs akun Mala di non aktifkan,13,7,2024,16,38,23
sigit yuliyanto,5,2024-07-13 15:47:40,CEOnya tidak menghargai golongan politik tertentu,13,7,2024,15,47,40
Anjas Saputra,4,2024-07-13 14:58:33,Mantap ya,13,7,2024,14,58,33
IWAN HERMAWAN,5,2024-07-13 14:36:34,Mantap,13,7,2024,14,36,34
Agus Rusdian,1,2024-07-13 14:29:34,Baru kemarin di update sekarang minta di update lagi.. pokonya update terusssss,13,7,2024,14,29,34
Sebastian Opay,5,2024-07-13 12:32:39,Ok,13,7,2024,12,32,39
GW,5,2024-07-13 10:58:24,Bagus,13,7,2024,10,58,24
herman mariati,5,2024-07-13 10:08:57,Ok bagus,13,7,2024,10,8,57
Wildan Hamdan,4,2024-07-13 08:14:30,"Dulu sering belanja di Bukalapak, tapi akhir akhir ini jarang belanja di Bukalapak karena produk tidak selengkap e-commerce sebelah dan promosi gratis ongkir yang jarang. Saya berharap Bukalapak bisa berinovasi untuk menarik penjual yang lain ke Bukalapak dan melakukan promosi gratis ongkir.",13,7,2024,8,14,30
Sate ayam Zahra Ponorogo,5,2024-07-13 07:58:05,mantaap,13,7,2024,7,58,5
kosmasdakhi dakhikosda,3,2024-07-13 07:30:22,Mantap,13,7,2024,7,30,22
WES CHANNEL,1,2024-07-13 07:05:53,Sangat kecewa paylater tidak bisa digunakan kembali,13,7,2024,7,5,53
Paian Silitonga,5,2024-07-13 06:31:37,Pengiriman sangat cepat dan lancar trima kasih.,13,7,2024,6,31,37
Yuyus Rusana,5,2024-07-13 06:22:22,Bagus,13,7,2024,6,22,22
Shpoee S,5,2024-07-13 06:17:13,Sangat cocok untuk saya,13,7,2024,6,17,13
Ras Ras,2,2024-07-13 05:50:11,Min kenapa setelah di update yg ter baru saldo mitra saya ga ada ya ini gimana saya mau mindin ke dana nya klo saldo saya ga ada,13,7,2024,5,50,11
firman channel,1,2024-07-13 05:41:24,Tiba tiba paylaternya tidak bisa digunakan padahal habis dibayar tagihannya. Mending di uninstal aja apk ga berguna,13,7,2024,5,41,24
sarjo pudaxs,5,2024-07-13 05:18:10,Cepat dan mudah digunakan,13,7,2024,5,18,10
SUDAR JZ11BKM,3,2024-07-13 04:59:52,"baru saja suruh update aplikasi,baru satu minggu digunakan harus di update lagi,payah. belum lagi tiap update aplikasi ukuran nya makin besar",13,7,2024,4,59,52
Andri Sofyannur,5,2024-07-13 04:56:43,Jelek,13,7,2024,4,56,43
Prayitnosugeng Sugeng,4,2024-07-13 04:44:26,Lebih di tingkatkan... Layanannya... Ongkir jgn mahal2... Kadang kalah d ongkir... 🤣 Cek lg banyak lapak yg ngk sesuai dg kenyataan....,13,7,2024,4,44,26
Khoirul anam video viral,5,2024-07-13 04:38:50,Bagus,13,7,2024,4,38,50
AZF Solution,1,2024-07-13 03:42:56,Ni kenapa pengajuan upgrade seller nya proses nya lama,13,7,2024,3,42,56
Heri Setiawan,4,2024-07-13 02:42:19,Apk yg sangat membantu di saat kita sedang sibuk dgn pekerjaan kita... Menyediakan ke butuh kita...sayang Nya selalu minta di Update terus...,13,7,2024,2,42,19
Fadil,1,2024-07-13 02:34:35,"Makin aneh dan ga profesional kayanya developernya. Fitur pencarian barang aja di masukin beberapa kali keyword yg mau di cari hasilnya ga tampil apa"". Tes mau checkout ada kolom voucher yg ga bisa dipakai, giliran di klik lihat detail ga ada respon apa"". Makin kesini kualitas aplikasinya turun. Ditambah minim bakar uang untuk promo voucher. Bentar lagi juga bangkrut.",13,7,2024,2,34,35
Agus Santoso,4,2024-07-12 23:13:48,Transaksi lancar banget,12,7,2024,23,13,48
ferry,5,2024-07-12 19:10:06,Toko ditutup,12,7,2024,19,10,6
acengdi official,2,2024-07-12 18:39:46,"Minus : fitur tambah vidio via aplikasi, fitur tambah foto masih ribet, tidak bisa ubah username toko (hanya nama toko saja), hapus toko yang harus isi formulir bermaterai. Udah tau sepi jualan di BL tapi ga dengerin nasehat seller.",12,7,2024,18,39,46
Hendrik Sanjaya,1,2024-07-12 18:31:00,Tidak bisa paylatter,12,7,2024,18,31,0
Raden Ahmad Mustaslim Ashshiddiqy,1,2024-07-12 18:10:10,"Gajelas banget ganti email sama nomor aja lag banget ga ke konfirmasi Mulu, padahal di email-nya udh jelas2 ke konfirmasi, tapi di apknya belum ke update infonya aneh banget",12,7,2024,18,10,10
Gobang 21,3,2024-07-12 17:45:33,Paylatet via kredivo udh gak bisa dipakai lg,12,7,2024,17,45,33
Oki Muryono,1,2024-07-12 16:25:13,Jualan dibukalapak akun saya sudah gak bisa.. gak tau kenapa saya diblokir sebagai seller. Rejeki gak kemana di tokped malah lebih laku.. Cuihhh bukalapak..!!,12,7,2024,16,25,13
PROFIT DAILY,5,2024-07-12 16:19:21,Sangat membantu,12,7,2024,16,19,21
Sutomo Tjandra,5,2024-07-12 15:39:45,Baik,12,7,2024,15,39,45
Priska Supriyani,5,2024-07-12 15:27:06,Oke,12,7,2024,15,27,6
HS-24,1,2024-07-12 15:01:31,"buat kalian pengguna bukalapak jgn pernah gunakan pay leter di aplikasi ini jika atau kalian akan menyesal seumur hidup, mending pake shope dan sebagainya",12,7,2024,15,1,31
Untri Koza74,5,2024-07-12 15:01:03,Bagus,12,7,2024,15,1,3
Mohamad Irham Rabbany,3,2024-07-12 14:48:17,Ada barang yg udah bayar tapi gak di kirim2.,12,7,2024,14,48,17
Bo Gor,1,2024-07-12 14:25:10,Lebih lengkap dong barang nya sama dengan yg sebelah,12,7,2024,14,25,10
Yumendri Ende,1,2024-07-12 14:08:46,Algoritma pencarian barangnya harusnya diupgrade ke yg lebih baik . Minimal kek si oren lah,12,7,2024,14,8,46
Isro Isro,5,2024-07-12 14:08:34,Mudah untuk belanja untuk cari barang,12,7,2024,14,8,34
Adit Syahrani,5,2024-07-12 13:56:57,"👍🏻👍🏻👍🏻 aplikasinya cocok buat belanja,lumayan lengkap barang yg di jual karena banyak toko yg berjualan di bukalapak",12,7,2024,13,56,57
Tof Hida,3,2024-07-12 13:48:14,Penghapusan akun ja ribet amat,12,7,2024,13,48,14
Fastabiqul Khoirot,1,2024-07-12 13:41:05,"Aplikasi gak jelas, mengapa akun saya di non aktifkan, di kenain denda biaya layanan per bulan juga, parah emang aplikasi ini. Saya tidak iklhas akun saya di non aktifkan, seger balikin akun saya, atau kutuntut besok di akhirat kelak",12,7,2024,13,41,5
TUIE OFFICIAL,1,2024-07-12 13:27:04,Paylater ku di blokir . Padahal udah ga ada tagihan,12,7,2024,13,27,4
Green Trooper,5,2024-07-12 13:09:17,Banyak kemudahan dan aman,12,7,2024,13,9,17
ali wartono,5,2024-07-12 13:00:36,Menu lengkap,12,7,2024,13,0,36
muhammad hidayat,1,2024-07-12 12:58:01,"Sangat pelit dalam memberikan voucher gratis ongkir,ga seperti di shopee.",12,7,2024,12,58,1
Dukhri Muhamad,5,2024-07-12 12:48:41,Mudah,12,7,2024,12,48,41
Achmad Triwibowo Hanansyah,4,2024-07-12 12:29:28,Suka menggunakan Bukalapak,12,7,2024,12,29,28
PT Mineral Bara Indonesia,5,2024-07-12 12:07:02,dr dulu belanja disini lancar,12,7,2024,12,7,2
STAKAP TV,3,2024-07-12 12:03:19,"Ngga ada kemajuan, stagnan",12,7,2024,12,3,19
nurul hamzah,5,2024-07-12 11:46:36,Mantap,12,7,2024,11,46,36
Sutrisno Cak,5,2024-07-12 10:53:09,Selalu lancar dan tepat waktu,12,7,2024,10,53,9
Arakata,2,2024-07-12 03:57:11,"Bukalapak paylater sudah tidak bisa, udah bangkrut kali,voucher ongkir dan diskon sudah ga pernah ada,sekali ada voucher paling seharga kopi doang satu gelas, selamat tinggal belanja di bukalapak",12,7,2024,3,57,11
Ditya Satria,1,2024-07-12 02:48:33,Paylatter sudah tidak bisa digunakan..keamanan akun juga payah bnyak yang kehilangan saldo nya tiba2...,12,7,2024,2,48,33
anon,5,2024-07-12 02:42:03,demi apa,12,7,2024,2,42,3
Mas Hurin,2,2024-07-11 18:25:13,"Bertahun tahun pakek bukalapak, kenapa paylater tidak dapat di pergunakan,",11,7,2024,18,25,13
